Category	pathway	celltype	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
Translation/ribosome	reactome_Translation	gated B_CD71	0.0277246333031249	0.40340271812869	0.274005204592126	1.31903634023591	1651	210	RPS26 EIF4EBP1 RPS2 MTRF1L RPL8 SEC61A1 EEF1D WARS EIF5B MRPS35 RPS27L RPS4Y1 RPL23 EIF4G1 RPL10A DARS RPL10 GSPT1 EEF2 MRPS26 MRPL2 SRP72 RPS3 RPL7 SPCS1 MRPS6 RPS23 SRP14 YARS RPL3 RPS3A RPLP0 RPS8 EIF3L RPS4X UBA52 MRPL10 TUFM RPLP2 RPL7A MRPL54 RPL41 EEF1B2 RPL22 RPL11 EIF4E EIF2S1 DDOST SEC11C EEF1A1 PABPC1 RPL36AL RPL30 RPS24 RPL18 RPS6 RPS27A RPL5 RPS13 RPL12 RPS16 RPS25 RPL24 RPL9 MRPL55 OXA1L HARS RPS28 RPS15A MRPL11 RPL27A FAU RPS12 RPS21 RPSA RPL32 MRPL14 RPL37 MRPL51 MRPS25 RPL34 RPS14 SRP9 EIF3G RPS18 RPS11 RPL28 RPL35 SPCS3 RPS19 RPL4 MRPS12 MRPL23 RPL18A
Translation/ribosome	reactome_Translation	gated Tfh	0.0163087903981498	0.164257732828623	-0.265574542955908	-1.3341689082852	817	238	RPL30 GSPT1 RPL18A RPL10 EEF1A1 RPL39 RPS27 RPL32 RPS10 RPLP1 EIF4A2 EIF5 RPL35A FAU RPL41 RPL6 RPS28 RPS4Y1 RPL36 RPL28 MRPS18A RPS25 RPS13 RPL37 RPL29 RPL24 RPS6 FARSA RPS12 RPL19 RPS15 MRPL27 RPL34 RPL36A RPL11 GARS RPS15A RPS14 DARS RPS7 RPL7A EIF3E RPL12 MRPL54 MRPS26 WARS2 EIF3H RPL23 RPL13 RPS8 EIF4B RPL17 RPL27A RPL10A RPL26 RPL18 RPL22 RPL21 EEF1D RPL36AL RPS23 RPL7 AIMP1 MRPL17 PABPC1 MRPL46 RPS24 SSR4 HARS EIF3L MRPS31
Translation/ribosome	reactome_Translation	CD4_Mem	9.07166616268521e-4	0.0321828156723833	-0.256594586698052	-1.43665797791851	2	267	TSFM MRPL2 PPA1 RPS27L FARSA MRPS16 TRMT112 RPL31 MRPL47 SPCS3 MRPL45 MRPS36 RPLP1 RPS20 EIF2B5 RPS8 RPL15 EIF1AX RPL12 MTIF3 EIF3A EIF4A1 PABPC1 EIF4H RPL36 SRP14 SRP68 RPS18 EIF2B1 RPS2 MRPL23 EIF5 RPS7 MRPL24 RPL35A RPL6 RPS5 AIMP1 RPL28 RPS6 RPL18A RPS4X RPL22 MRPS33 MRPL54 RPL39 EEF2 MRPL46 RPL21 EIF5B RPS14 RPL13 RPL37 RPL4 RPL34 SSR4 RPS28 RPL32 MRPS6 WARS MRPL52 MRPL42 RPL41 RPS12 NARS MRPL50 RPL23 RPS3A RPS13 EIF2S3 RPL35 RPL24 MRPS7 MRPL34 CHCHD1 RPS16 MRPL41 APEH EIF3J RPL36AL RPS9 SEC11A RPS29 RPL19 MRPL16 EEF1A1 RPLP2 EIF3I MRPL48 RPS23 MRPS10 RPL5 RPS24 RPL11 MRPL49 RPL18 TRAM1 SRP9 RPS25 RPS11 RPL29 RPS27 RPL23A MRPS30 RPL26 MRPL3 MRPL14 MRPL43 RPS27A KARS MRPS2 RPS15A RPL37A MRPL36 RPL26L1 UBA52 EIF3F RPS15 RPL27A RPL10 HARS MTFMT EIF3H RPL9 RPN1
Translation/ribosome	reactome_Translation	DNT	3.8972680151214e-5	0.00280364979635652	0.352825023863519	1.88058560894455	0	247	SRP68 RPS27L MRPL10 TUFM EIF2S2 RPL8 RPL12 RPS2 RPS19 PTCD3 EEF2 YARS RPS26 MRPS2 GFM1 MRPS11 MRPL51 MRPS5 MRPS21 MRPL20 MRPS10 EIF2B1 EEF1A1 SRP72 EIF3M EIF3K EIF3F RPSA RPL28 SARS MRPL21 RPL3 RPLP0 DDOST MTRF1L RPL7 RPL9 RPL22 RPL13A APEH RPS4Y1 RPLP2 CHCHD1 EIF4E RPL10A RPL5 MRPL47 EIF4G1 RPS4X RPL26L1 EIF4A2 MTIF3 RPS6 RPL13 EIF2B2 NARS RPL19 OXA1L MRPL36 ERAL1 MRPL40 MRPL27 EEF1D RPS18 RPL4 PABPC1 EIF3D RPS27A RPL10 RPLP1 RPL18A MRPS23 RARS2 RPL26 MRPL18 RPL23 UBA52 KARS FAU SSR2 RPL24 RPL21 MRPS34 RPL27 RPS3 EEF1B2 EIF5 MRPL28 RPS9 SRP54 RPS16 SPCS1 TARS RPL7A RPL36AL RPL11 RPS3A RPL17 RPL15 RPL34 MTIF2 RPS23 SSR1 RPL37 RPL32 RPS11
Translation/ribosome	reactome_Translation	Granulocytes	2.59215096687231e-4	0.0079801219051569	0.353591317540051	1.66406168101425	14	162	RPS26 EIF3I MRPL22 AIMP1 EIF2B2 EIF1AX RPL23A EEF1B2 DARS RPL9 RPLP0 MRPS5 EIF5B RPS15A RPL3 PTCD3 RPL5 RPL23 SARS SEC11C RPS12 RPL10 MRPS30 MRPS15 RPS24 RPSA RPL32 UBA52 RPS16 RPL13 RPL7A RPL30 RPLP2 EIF3H RPS13 RPL8 RPS23 EIF4B RPLP1 RPS3A MRPS7 RPS14 RPL11 EEF1A1 RPL22 RPL31 RPS4Y1 RPS19 RPS3 RPL15 RPS21 DDOST RPL29 RPS27A RPS8 RPS5 EIF3D RPL12 SRP54 RPS4X MRPL10 RPL14 RPL6 RPL36 MRPL52 HARS TRAM1 RPS29 RPS18 OXA1L RPL18
Translation/ribosome	reactome_Translation	NK_CD56hiCD16lo	0.0139828347120268	0.208275789766553	0.32438803941935	1.3925172726887	1260	186	SEC11A MRPL18 MRPS26 EIF4E OXA1L RARS MRPS34 MRPL2 WARS2 EIF2S2 SRP72 MTIF3 RPLP0 MRPS21 MRPL28 RPS26 EIF3E SPCS1 TUFM SSR3 MRPL34 EIF3F RPL3 SRP68 MRPL51 RPS2 EIF3M RPL8 RPSA RPL18 EIF3H RPS18 SRP19 MRPL10 MRPL22 EIF3K RPL7A RPL31 MRPS36 GSPT1 RPL36 RPS23 RPL14 NARS EEF1B2 RPS3 RPL24 KARS MRPL21 RPL22L1 MRPL33 RPL10A RPS25 MRPL55 RPL13 RPL13A MRPL9 GFM1 EIF3I EIF2S3 MRPS5 SSR2 RPS4X RPS14 RPL4 RPS15 RPS19 RPL22 RPS11
Translation/ribosome	reactome_Translation	pDC	2.41575069452832e-4	0.00581355656270186	0.326615175575739	1.63882610661079	9	199	RPS26 RPL36A AIMP1 RPL4 MRPL3 RPL29 RPS21 RPS18 RPL18 RPS9 MRPS10 RPL26 RPL5 RPL10A RPS27A RPL36 RPL23 RPS3A RPS25 RPS2 RPL30 RPS24 EIF2B1 RPL13A RPS15A RPS23 RPL12 MRPL55 MRPS7 RPL32 RPL24 RPS13 RPL37A RPL11 MRPS35 EIF5B RPS15 RPLP2 RPL37 GADD45GIP1 RPL35A MRPL13 RPS4X MRPL10 RPS5 RPS16 RPL41 RPL39 CARS2 RPL7 EIF3I RPS12 RPL21 EIF3L EEF1A1 RPL18A PTCD3 EIF4H RPS19 RPL15 RPL28 RPL27A RPS7 MRPL41 RPL35 EIF1AX RPS27 MRPL16 RPL6 RPL9 EIF2S3 EIF3B YARS RPLP1 RPL19 RPLP0 RPL34 EEF2 MRPS18B FAU EEF1B2 RPL10 RPL14 MRPS21 RPS6 RPL13 RPL8 RPS20 RPL31 RPS14 QARS RPL27
Translation/ribosome	reactome_Translation	Platelets	1.54137830047629e-5	3.53954825896062e-4	-0.613786623148774	-3.03378054210111	0	148	GADD45GIP1 RPL37 EIF4A2 RPS21 RPSA RPL24 RPL34 RPL35 RPL8 RPL39 RPLP1 RPL26 RPS28 RPS29 RPS23 RPS7 RPS27 RPL19 RPL30 RPL11 RPS12 EEF1D RPL7 RPS16 RPL31 RPL13A RPL28 RPS15A RPL36 RPL13 EEF2 RPL27 EIF3H UBA52 RPLP2 RPL32 MRPL33 TRMT112 RPS25 RPL23A RPL22 SSR2 RPL10 RPS15 MRPL54 RPS3A RPL9 RPL37A RPS6 SEC61A1 RPL41 RPS19 RPS18 RPL21 RPL6 EEF1A1 RPL5 RPL38 RPS5 RPL18A RPL18 EIF3F RPS8 FAU RPS24 RPL7A RPLP0 RPL27A RPL10A EIF3I RPL14 RPS11 EIF3G RPL35A RPL12 RPL29 RPL23 RPS4X RPS3 RPS13 MRPS16 EEF1B2 MRPS36 RPS14 RPS4Y1 AIMP1 EIF4B MRPL23 DARS EIF3L RPL3 MRPL51 RPS2 EIF3A RPL17 RPL36AL RPS9 RPS27A SSR1 SEC61G RPS20 EIF4G1 SPCS2 RPL15 EIF3K RPL36A RPL4 MRPL44 SEC11A RPS10
Translation/ribosome	KEGG_RIBOSOME	gated B_CD71	1.78059507487402e-5	0.00133114831804375	0.512958544318662	2.14330808986517	0	82	RPS26 RPS2 RPL8 RPS27L RPS4Y1 RPL23 RPL10A RPL10 RPS3 RPL7 RPS23 RPL3 RPS3A RPLP0 RPS8 RPS4X UBA52 RPLP2 RPL7A RPL41 RPL22 RPL11 RPL36AL RPL30 RPS24 RPL18 RPS6 RPS27A RPL5 RPS13 RPL12 RPS16 RPS25 RPL24 RPL9 RPS28 RPS15A RPL27A FAU RPS12 RPS21 RPSA RPL32 RPL37 RPL34 RPS18 RPS11 RPL28 RPS19 RPL4 RPL18A RPL13 RPL23A RPL29 RPS27 RPS29
Translation/ribosome	KEGG_RIBOSOME	gated Tfh	1.99836134369817e-5	0.00104346077514229	-0.567531753376691	-2.43438039701802	0	83	RPL30 RPL18A RPL10 RPL39 RPS27 RPL32 RPS10 RPLP1 RPL35A FAU RPL41 RPL6 RPS28 RPS4Y1 RPL36 RPL28 RPS25 RPS13 RPL37 RPL29 RPL24 RPS6 RPS12 RPL19 RPS15 RPL34 RPL36A RPL11 RPS15A RPS7 RPL7A RPL12 RPL23 RPL13 RPS8 RPL17 RPL27A RPL10A RPL26 RPL18 RPL22 RPL21 RPL36AL RPS23 RPL7
Translation/ribosome	KEGG_RIBOSOME	gated Treg	0.0447414702778755	0.420532996356657	-0.320659290415331	-1.36710308326234	2543	83	RPS20 RPL30 RPL32 RPL35A RPS3A RPS12 RPL34 RPS28 RPLP1 RPL37A RPL27 RPL22L1 RPL28 RPL11 RPLP2 RPL23 RPL41 RPL37 RPS10 RPS8 RPL7 RPL14 RPS13 RPS29 RPL36AL RPS5 RPS15 RPL29 RPL39 RPS4X RPL18 RPL12 RPL38 RPL15 RPL19 RPL18A RPS15A RPL5 RPS21 RPS7 RPL22 RSL24D1 RPL13 RPL6 RPL31
Translation/ribosome	KEGG_RIBOSOME	CD4_Mem	6.9993700566949e-5	0.00981270251047127	-0.541857247568683	-2.56871886441142	0	83	RPS27L RPL31 RPLP1 RPS20 RPS8 RPL15 RPL12 RSL24D1 RPL36 RPS18 RPS2 RPS7 RPL35A RPL6 RPS5 RPL28 RPS6 RPL18A RPS4X RPL22 RPL39 RPL21 RPL13 RPL37 RPL4 RPL34 RPS28 RPL32 RPL41 RPS12 RPL23 RPS3A RPS13 RPL24 RPS16 RPL36AL RPS9 RPS29 RPL19 RPLP2 RPS23 RPL5 RPS24 RPL11 RPL18 RPS25 RPS11 RPL29 RPS27 RPL23A RPL26 RPS27A RPS15A RPL37A RPL26L1 UBA52 RPS15 RPL27A RPL10 RPL9
Translation/ribosome	KEGG_RIBOSOME	CD8_Mem	2.88325692702477e-5	0.00350951584018621	-0.504998010022892	-2.27648924355833	0	83	RSL24D1 RPL12 RPL35A RPL34 RPL36AL RPS15A RPL10 RPL39 RPLP1 RPL11 RPS8 RPS7 RPL32 RPL5 RPL37 RPL15 RPS28 RPS4X RPS20 RPL22 RPS5 RPL36A RPL28 RPS27 RPL18 RPL29 RPL41 RPS27L RPL38 RPS12 FAU RPS18 RPL13 RPL9 RPL19 RPS16 RPS9 RPL10A RPL21 RPS3A RPS6 RPS24 RPL26 RPS15 RPS10 RPS2 RPL6 RPL17 RPS13 RPS19 RPL7 RPL30
Translation/ribosome	KEGG_RIBOSOME	CD8_Naive	0.00321195523548703	0.261490943877297	-0.353883081894904	-1.59625063145652	94	83	RPL18A RPLP1 RPL36A RPL37 RPL15 RPL22L1 RPS12 MRPL13 RPS7 RPL6 RPL12 RPS13 RPS5 RPS8 RPL37A RPL29 RPS6 RPS20 RPL23 RPS10 RPS9 RPL9 RPL5 RPL32 RPL10A RPL11 RPL28 RPS3A RPL13 RPS18 RPL18 RPS27A RPL39 RPL38 RSL24D1 RPSA RPL35A RPL19 RPS24 RPS15 RPL21 RPL34 RPL22 RPL36 RPS4Y1 RPL4 RPS19 RPL7 RPL10 RPS15A
Translation/ribosome	KEGG_RIBOSOME	cDC	2.04649639816634e-5	0.00619160801745071	0.457593787743802	1.98636302890884	0	83	RPS26 RPL38 RPL23 RPL36A RSL24D1 RPS27A RPS25 RPS20 RPS29 RPL36 RPS5 RPL27 RPS9 RPS10 RPL7 RPL39 RPS27 RPL31 RPS2 RPL10A RPS16 RPS18 RPL23A RPL6 RPL18 RPL5 RPLP1 RPL24 RPS24 RPS15A RPL26 RPL4 RPL3 RPL22L1 RPS23 RPS28 RPL27A RPL30 RPS7 RPL9 RPLP0 RPS15 UBA52 RPL29 RPL18A RPL37 FAU
Translation/ribosome	KEGG_RIBOSOME	DNT	2.87960376652173e-5	0.00269346652377004	0.599160372190533	2.70644747220514	0	83	RPS27L RPL8 RPL12 RPS2 RPS19 RPS26 RPSA RPL28 RPL3 RPLP0 RPL7 RPL9 RPL22 RPL13A RPS4Y1 RPLP2 RPL10A RPL5 RPS4X RPL26L1 RPS6 RPL13 RPL19 RPS18 RPL4 RPS27A RPL10 RPLP1 RPL18A RPL26 RPL23 UBA52 FAU RPL24 RPL21 RPL27 RPS3 RPS9 RPS16 RPL7A RPL36AL RPL11 RPS3A RPL17 RPL15 RPL34 RPS23 RPL37 RPL32 RPS11 RPL36 RPL6
Translation/ribosome	KEGG_RIBOSOME	Granulocytes	1.79025385799706e-5	0.00118730983414852	0.515726040596874	2.17400619175895	0	82	RPS26 RPL23A RPL9 RPLP0 RPS15A RPL3 RPL5 RPL23 RPS12 RPL10 RPS24 RPSA RPL32 UBA52 RPS16 RPL13 RPL7A RPL30 RPLP2 RPS13 RPL8 RPS23 RPLP1 RPS3A RPL11 RPL22 RPL31 RPS4Y1 RPS19 RPS3 RPL15 RPS21 RPL29 RPS27A RPS8 RPS5 RPL12 RPS4X RPL14 RPL6 RPL36 RPS29 RPS18 RPL18 RPL21 RPL34 RPL13A RPS10 RPL27A RPL39 RPL18A RPL7 RPS11 RPL41 RPL17 RPL37 RPS25
Translation/ribosome	KEGG_RIBOSOME	Mono_Classical	0.00353710253893591	0.0370719887122231	-0.385950478498869	-1.62629590985487	190	83	FAU RPS4X RPL30 RPL10 RPS12 RPL36AL RPL17 RPL14 RPS5 RPL11 RPS24 RPL34 RPS27 RPL35A RPL18 RPL28 RPS8 RPL21 RPL32 RPS2 RPL18A RPS9 RPS28 RPL15 RPL19 RPL26 RPL29 RPS23 RPL3 RPS13 RPL41 RPL5 MRPL13 RPS16 RPS3A RPL27A RPL39 RPL36A RPL9 RPS25 RPL7A RPL12 RPL24 RPS15A RPL4 RPS27A RPS10 RPS6 RPL6 RPS11 RPLP0 RPS19 RPL23 RPS27L
Translation/ribosome	KEGG_RIBOSOME	NK_CD16hi	2.85518501598904e-5	0.00265949731490598	-0.545172890375603	-2.43804326787353	0	83	RPL10 RPL38 RPS8 RPS29 RPL35A RPS5 RPS27 RPL41 RPL15 RPL34 RPS2 RPL32 RPS18 RPL39 RPS28 RPL37 RPS24 RPS4X RPS12 RPL27A RPL17 RPS15A RPL7A RPL36A RPL3 RPL27 RPL12 RPL10A RPL18 RPL13 RPL9 RPL6 RPL37A RPS27A RPL36 RPS6 RPL19 RSL24D1 RPL28 RPS21 RPS9 RPL11 RPS7 RPSA RPS3A RPLP1 RPL22 RPL21 RPL23A RPS20 RPLP0 RPL36AL RPS23 RPL26
Translation/ribosome	KEGG_RIBOSOME	NK_CD56hiCD16lo	0.0161948309649112	0.218535504324541	0.384201474122034	1.48471293865889	1313	80	RPLP0 RPS26 RPL3 RPS2 RPL8 RPSA RPL18 RPS18 RPL7A RPL31 RPL36 RPS23 RPL14 RPS3 RPL24 RPL22L1 RPL10A RPS25 RPL13 RPL13A RPS4X RPL4 RPS15 RPS19 RPL22 RPS11 RPS21 RPLP2 RPL23 RPL27A RPS5 RPL7 RPS3A RPS12 RPS8 RPL39 RPS27A RPL28 RPS28 RPL29 RPL19 RPL35A RPS16 RPL17 RPL36A RPL38 RPL9 RPS29
Translation/ribosome	KEGG_RIBOSOME	pDC	2.24054490051981e-5	0.00107620022573956	0.651148368760901	2.84424300803804	0	82	RPS26 RPL36A RPL4 RPL29 RPS21 RPS18 RPL18 RPS9 RPL26 RPL5 RPL10A RPS27A RPL36 RPL23 RPS3A RPS25 RPS2 RPL30 RPS24 RPL13A RPS15A RPS23 RPL12 RPL32 RPL24 RPS13 RPL37A RPL11 RPS15 RPLP2 RPL37 RPL35A MRPL13 RPS4X RPS5 RPS16 RPL41 RPL39 RPL7 RPS12 RPL21 RPL18A RPS19 RPL15 RPL28 RPL27A RPS7 RPS27 RPL6 RPL9 RPLP1 RPL19 RPLP0 RPL34 FAU RPL10 RPL14 RPS6 RPL13 RPL8 RPS20 RPL31 RPL27
Translation/ribosome	KEGG_RIBOSOME	Platelets	1.6280811435642e-5	3.53954825896062e-4	-0.742596048583411	-3.3169799872724	0	81	RPL37 RPS21 RPSA RPL24 RPL34 RPL8 RPL39 RPLP1 RPL26 RPS28 RPS29 RPS23 RPS7 RPS27 RPL19 RPL30 RPL11 RPS12 RPL7 RPS16 RPL31 RPL13A RPL28 RPS15A RPL36 RPL13 RPL27 UBA52 RPLP2 RPL32 RPS25 RPL23A RPL22 RPL10 RPS15 RPS3A RPL9 RPL37A RPS6 RPL41 RPS19 RPS18 RPL21 RPL6 RPL5 RPL38 RPS5 RPL18A RPL18 RPS8 FAU RPS24 RPL7A RPLP0 RPL27A RPL10A RPL14 RPS11 RPL35A RPL12 RPL29 RPL23 RPS4X RPS3 RPS13
Antigen presentation	btm_M5.0_regulation of antigen presentation and immune response	gated Plasmablast	2.50066423893847e-4	0.0164496819467671	-0.611830285303489	-1.97851664721072	15	29	JUN CD3E HLA-DQB1 HLA-DPB1 MEF2C HLA-DQA1 HLA-DRA PTPN6 NFKBIA VASP HLA-DPA1
Antigen presentation	btm_M5.0_regulation of antigen presentation and immune response	B_Mem	2.8137310073157e-5	0.0122756820961108	-0.616453915521161	-2.27457158987906	0	32	HLA-DRB1 HLA-DPB1 HLA-DQA1 PTPN6 BTK HLA-DMA HLA-DRA HLA-DQB1 HLA-DOB CD19 MNDA HLA-DPA1 PAG1 VASP LYN
Antigen presentation	btm_M5.0_regulation of antigen presentation and immune response	B_Naive	3.33733813910025e-5	0.00375744032280453	-0.528224248909916	-2.16280497991097	0	47	HLA-DPB1 HLA-DRA HLA-DMA TLR1 HLA-DMB HLA-DOB HLA-DQB1 MYD88 HLA-DPA1 MEF2C HLA-DRB1 PTPRC LYN CCR7 PTPN22 CSK FGR HLA-DOA LAT2 FCER1G NFKBIA HLA-DQA1 MEF2A CD19 CD86 PTPN6
Antigen presentation	btm_M5.0_regulation of antigen presentation and immune response	Mono_Classical	1.87634862557463e-5	7.22273773144145e-4	-0.591523303160674	-2.34327078233646	0	60	HLA-DPA1 HLA-DPB1 HLA-DRB1 HLA-DRA HLA-DMB CD4 HLA-DMA HLA-DQA1 DUSP6 HLA-DQB1 CD86 VASP LCP2 CLEC7A TLR7 PAK1 LILRB2 CSK LYN NFKBIA LILRB1 FCGR1B FOS
Antigen presentation	btm_M5.0_regulation of antigen presentation and immune response	Platelets	0.016434914297515	0.0707655126783625	-0.430275645773413	-1.5986082299049	954	34	CD3G HLA-DPB1 CD3E PTPRC ZAP70 HLA-DPA1 CD3D PRKCQ CD247 JUN HLA-DQB1 NFKBIA
Antigen presentation	reactome_MHC class II antigen presentation	gated Tfh	0.0129274814531856	0.143525108040717	0.401101049370934	1.5691067794777	642	52	HLA-DMA AP1B1 LAG3 CAPZA1 HLA-DRA DCTN1 SAR1B HLA-DPA1 CD74 DCTN3 CLTA CTSB HLA-DRB5 KIFAP3 SEC13 CANX KIF22 HLA-DQB1 AP2A1 KIF2A SEC24B HLA-DPB1 AP1G1
Antigen presentation	reactome_MHC class II antigen presentation	gated Treg	0.00642528631977636	0.162620773279819	0.411458920141729	1.64091019127903	284	50	AP2M1 HLA-DRB5 HLA-DRB1 HLA-DMA CAPZB AP1S2 HLA-DRA CTSC CD74 SEC24B HLA-DPA1 HLA-DPB1 KIF22 CLTC
Antigen presentation	reactome_MHC class II antigen presentation	B_Naive	0.0198722751436013	0.208977778673457	-0.341579854667961	-1.47472993314406	556	60	HLA-DPB1 HLA-DRA CD74 HLA-DMA HLA-DMB HLA-DOB HLA-DQB1 HLA-DPA1 HLA-DRB1
Antigen presentation	reactome_MHC class II antigen presentation	MAIT	0.0356521935469304	0.667459321221507	0.361928968084192	1.43982741507569	1578	52	HLA-DRA HLA-DQB1 HLA-DPA1 HLA-DRB5 HLA-DRB1 HLA-DPB1 AP1G1 KIF5B AP2S1 CTSD
Antigen presentation	reactome_MHC class II antigen presentation	Mono_Classical	1.86462800671266e-5	7.22273773144145e-4	-0.499079313048555	-2.02714115205819	0	68	HLA-DPA1 HLA-DPB1 CD74 HLA-DRB1 HLA-DRA HLA-DMB AP1S2 HLA-DMA HLA-DQA1 HLA-DQB1 CTSS IFI30 KIF5B CAPZA2 OSBPL1A AP2M1 CTSL
Antigen presentation	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	gated Plasmablast	8.19152717886895e-4	0.0351017734649936	-0.564544015968581	-1.86839574587794	52	32	HLA-B HLA-A HLA-DQB1 HLA-DPB1 HLA-E B2M HLA-DQA1 HLA-DRA HSPA8 TAP1 HSP90AA1 HLA-F
Antigen presentation	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	gated Treg	0.0200468053163774	0.287967945550982	0.427290130578104	1.56918855145231	907	35	HLA-DRB5 HLA-DRB1 HLA-DMA HLA-DRA CD74 HLA-DPA1 HLA-DPB1 PSME3
Antigen presentation	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	B_Mem	8.48872414476104e-5	0.0123219686958565	-0.568578313766794	-2.11307984660552	2	33	HLA-DRB1 PSME2 HLA-DPB1 HLA-DQA1 B2M TAPBP HLA-B HSPA8 HLA-A PSME3 HLA-DMA HLA-DRA HLA-DQB1 HLA-DOB HLA-C HLA-E HLA-DPA1 PSME1
Antigen presentation	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	B_Naive	3.17128088034757e-5	0.00375744032280453	-0.704112825534679	-2.74650738549162	0	38	HLA-DPB1 TAPBP HLA-DRA CD74 PSME2 HLA-E HLA-DMA HLA-DMB HLA-DOB HLA-DQB1 B2M HLA-DPA1 HLA-DRB1 HLA-C HSPA5 PSME1 PDIA3 HLA-B HLA-A CTSS
Antigen presentation	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	CD4_Mem	0.00104347826086957	0.0341710463449594	-0.475936749951063	-1.88653621886388	23	36	HLA-DQB1 TAPBP PSME1 CD74 HSPA8 PSME2 CALR CREB1 HLA-A CTSS B2M PDIA3 HLA-E HSPA5 HLA-C HLA-DPB1
Antigen presentation	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	CD4_Naive	2.80300482116829e-5	0.00772868006166362	-0.585914294536772	-2.24033977567152	0	39	HLA-A CD74 HLA-DQB1 HLA-DPB1 HLA-E NFYC PSME1 TAPBP CALR B2M HSPA5 HLA-C PSME2 PDIA3 HLA-B CTSS NFYB
Antigen presentation	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	CD8_Naive	0.00424199288256228	0.301745567412413	-0.452718281026924	-1.72117005716465	148	37	CALR PDIA3 HSPA5 NFYC TAPBP HSPA8 CD74 HLA-A HLA-DPB1 CREB1 B2M HSP90AB1 CD8B PSME1 CTSB TAP1 CANX HLA-C RFXANK PSME2 HLA-B
Antigen presentation	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	Granulocytes	0.00560015750442981	0.0791366519478442	-0.515217055791934	-1.76760009358683	255	28	HLA-B PDIA3 HSPA5 B2M HLA-C HLA-A PSME1 TAPBP CD8A PSME2 HLA-E HLA-F CALR HSPA8 HLA-DPA1 CTSS HLA-DPB1
Antigen presentation	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	Mono_Classical	1.89541120946189e-5	7.22273773144145e-4	-0.656105428605639	-2.45959773784841	0	46	HLA-DPA1 HLA-DPB1 CD74 HLA-DRB1 HLA-DRA HLA-DMB CD4 HLA-DMA HLA-DQA1 HLA-F HLA-DQB1 CTSS CIITA IFI30 PSME1 TAPBP NFYC HLA-E TAP1 B2M NFYA HSP90AB1 HLA-DRB5 PSME2 CREB1
Antigen presentation	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	Mono_NonClassical	2.3407741578533e-4	0.0236769306066861	-0.571627654785052	-2.04608122225651	10	33	HSP90AB1 HLA-DPB1 HLA-DPA1 TAPBP HLA-DQA1 HLA-DQB1 CD74 TAP1 CD4 HSPA8 CALR HSP90AA1 HLA-DRA HLA-DRB1 HLA-E HLA-A NFYC HLA-C B2M IFI30 PDIA3 HLA-DMA HLA-F
Antigen presentation	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	NK_CD16hi	0.00231561576748024	0.0674558350208963	-0.429964315705888	-1.7394124015386	86	51	TAPBP HLA-DQB1 CANX KIR2DL1 CD8A HSP90AB1 HSP90AA1 CALR PDIA3 LTA HSPA5 HLA-DQA1 B2M CD74 HLA-DPB1 HLA-E HLA-DMB HLA-DRA HSPA8 HLA-C PSME2 KIR2DL2 HLA-B HLA-DMA
Antigen presentation	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	NK_CD56hiCD16lo	7.38416097470925e-4	0.0327672143252723	-0.501249363139634	-1.93186899149248	19	34	CALR HLA-B HSPA5 PDIA3 HSP90AB1 B2M PSME2 TAPBP HLA-C HLA-E HLA-F HLA-A
Antigen presentation	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	NK_CD56loCD16lo	0.00505118991118042	0.113230284457825	-0.436953448041783	-1.71657921530025	148	40	CD8A HSPA5 HLA-DPB1 HLA-DRA HSP90AB1 HLA-DRB1 HLA-DPA1 HSP90AA1 CD74 KIR2DL3 HLA-DQA1
Antigen presentation	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	Platelets	3.48322825594761e-5	5.36865457174752e-4	-0.641058584294786	-2.24888582171119	1	27	PSME2 CD8A HLA-DPB1 HSPA5 HLA-DRB5 CD74 HSP90AA1 HLA-DPA1 TAPBP CREB1 CALR CTSS PSME1 HLA-DQB1 TAP1 B2M HSPA8 HLA-C HLA-DRB1 HLA-DRA HLA-B HSP90AB1 HLA-F
